"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;25.46;32.64;18.76;42.82;68.46;21.4;1.76;243.9;6.02;216.8;24.07;5.67
0;21.65;26.36;16.4;73.8;88;55.94;1.76;42.41;5.56;84.2;18.96;3.74
0;22.27;28.02;18.49;70.5;86;48.71;1.52;250.3;5.35;175.6;21.1;4.21
0;24.95;31.24;20.09;69.5;88.7;44.98;1.74;230.2;6.86;233.6;24.83;5.15
0;22.71;27.76;18.83;75.9;93.5;51.65;1.1;209;4.33;163.8;20.03;3.8
0;24.34;30.1;19.16;70;86.5;34.44;1.77;45.3;6.24;121.6;21.83;4.84
0;22.42;28.12;18.91;42.71;77.6;15.75;3.62;304.5;10.67;350.2;23.5;6.69
0;23.49;28.05;18.96;72;90.1;53.12;3.98;18.63;8.37;317.6;19.31;4.76
0.8;12.09;16.85;6.45;74.4;91.9;52.8;2.91;242.5;13.22;317.9;10.44;1.76
30.2;8.29;12.55;5.3;79.9;93.7;53.77;3.39;0.03;7.19;347.5;10.62;1.56
0;6.63;13.16;2.8;84.1;94.3;62.59;1.33;337.3;4.31;0;6.93;0.95
0;13.09;19.08;6.18;58.16;78.7;40.26;2.26;307.7;7.99;333.4;9.12;2.07
0;9.34;13.43;4.7;78.5;91.7;61.49;1.89;1.06;5.32;27.89;6.06;1.13
0;11.87;15.46;9.48;64.74;76.6;49.37;3.42;316.5;9.57;322.1;11.27;2.15
1.22;10.09;12.7;8.06;87.5;93.1;76.3;1.1;328.7;3.8;349.5;4.33;0.77
